subj	word	wlen	skip	mfix	fp.reg
9	9_7	4	0	1	0
9	9_8	3	1	0	NA
9	10_2	9	1	0	NA
9	10_3	9	1	0	NA
9	10_4	6	0	0	1
9	10_5	2	1	0	NA
9	10_6	3	0	0	0
9	10_7	7	0	0	0
9	10_8	3	0	0	0
9	10_9	4	0	0	0
9	10_10	4	1	0	NA
9	12_2	3	1	0	NA
9	12_3	9	0	1	0
9	12_4	2	1	0	NA
9	12_5	6	0	0	1
9	12_6	7	0	0	0
9	12_7	7	0	0	0
9	12_8	5	0	0	0
9	12_9	2	1	0	NA
9	12_10	3	0	0	0
9	12_11	2	0	0	0
9	12_12	4	0	1	0
9	13_2	3	1	0	NA
9	13_3	3	0	0	0
9	13_4	7	0	0	0
9	13_5	4	0	0	0
9	13_6	2	1	0	NA
9	13_7	6	0	1	0
9	13_8	3	1	0	NA
9	13_9	5	0	0	0
9	13_10	6	0	0	0
9	14_2	3	0	0	0
9	14_3	3	0	0	0
9	14_4	4	1	0	NA
9	14_5	4	0	0	0
9	14_6	2	1	0	NA
9	14_7	3	0	0	0
9	14_8	7	0	0	0
9	14_10	3	1	0	NA
9	14_11	2	0	0	1
9	15_2	6	0	0	0
9	15_3	5	0	0	0
9	15_4	4	0	0	0
9	15_5	7	0	0	0
9	15_6	4	1	0	NA
9	15_9	3	1	0	NA
9	18_2	5	0	1	0
9	18_3	5	0	0	0
9	18_4	3	1	0	NA
9	18_5	3	0	0	0
9	18_6	2	1	0	NA
9	18_7	5	0	0	0
9	18_8	3	1	0	NA
9	18_9	6	0	1	0
9	18_10	3	1	0	NA
9	18_11	3	0	0	0
9	18_12	3	1	0	NA
9	22_2	7	0	0	0
9	22_3	5	0	0	0
9	22_4	3	0	0	0
9	22_5	6	0	0	0
9	22_6	3	1	0	NA
9	22_7	7	0	1	0
9	22_8	7	0	1	0
9	22_9	4	1	0	NA
9	22_10	3	0	0	0
9	28_2	9	0	1	0
9	28_3	6	0	0	0
9	28_4	7	0	0	0
9	28_5	2	1	0	NA
9	28_6	5	0	0	0
9	28_7	7	0	0	0
9	28_8	1	1	0	NA
9	28_9	8	0	0	0
9	28_10	2	1	0	NA
9	29_2	5	0	0	0
9	29_3	6	0	0	0
9	29_4	3	1	0	NA
9	29_5	8	0	1	0
9	29_6	2	1	0	NA
9	29_7	2	1	0	NA
9	29_8	7	0	1	0
9	29_9	3	1	0	NA
9	29_10	6	0	0	0
9	31_2	4	0	0	1
9	31_4	3	1	0	NA
9	31_5	3	1	0	NA
9	31_6	3	0	0	0
9	31_7	7	0	0	1
9	31_8	4	1	0	NA
9	31_9	3	0	0	0
9	31_10	6	0	0	0
9	31_11	4	1	0	NA
9	34_2	6	0	1	0
9	34_3	9	0	0	0
9	34_4	1	1	0	NA
9	34_5	7	0	0	0
9	34_6	2	1	0	NA
9	34_7	2	0	1	0
9	34_8	6	0	1	0
9	34_9	6	0	1	0
9	34_10	3	1	0	NA
9	35_2	6	0	1	0
9	35_3	4	1	0	NA
9	35_4	3	0	0	0
9	35_5	7	0	0	0
9	35_6	2	1	0	NA
9	35_7	3	0	0	0
9	35_8	4	0	0	0
9	35_9	3	1	0	NA
9	35_10	1	1	0	NA
9	35_11	7	0	0	0
9	35_12	2	1	0	NA
9	35_13	3	0	0	0
9	37_2	5	1	0	NA
9	37_3	3	0	0	0
9	37_4	1	1	0	NA
9	37_5	9	0	0	1
9	37_6	5	1	0	NA
9	37_7	5	0	0	0
9	37_8	6	0	0	0
9	37_9	2	1	0	NA
9	37_10	7	0	1	0
9	37_11	3	1	0	NA
9	41_2	4	1	0	NA
9	41_3	4	0	0	1
9	41_4	10	0	1	0
9	41_5	3	0	0	1
9	41_6	1	1	0	NA
9	41_7	6	0	0	0
9	41_8	5	0	0	0
9	41_9	3	0	0	0
9	41_10	1	1	0	NA
9	41_11	10	0	0	0
9	43_2	9	0	0	1
9	43_4	3	1	0	NA
9	43_5	6	0	1	0
9	43_6	6	0	0	0
9	43_7	10	0	1	0
9	43_8	3	1	0	NA
9	43_9	1	0	0	0
9	43_10	4	1	0	NA
9	43_11	2	0	0	1
9	48_2	4	1	0	NA
9	48_3	6	0	1	0
9	48_4	6	0	0	0
9	48_5	8	0	0	0
9	48_6	3	0	0	0
9	48_8	2	1	0	NA
9	48_9	7	0	0	1
9	48_10	3	1	0	NA
9	48_11	3	0	1	0
