subj	word	wlen	skip	mfix	fp.reg
5	14_8	7	0	0	0
5	14_10	3	1	0	NA
5	14_11	2	1	0	NA
5	15_2	6	0	0	0
5	15_3	5	0	0	0
5	15_4	4	1	0	NA
5	15_5	7	0	0	0
5	15_6	4	1	0	NA
5	15_9	3	1	0	NA
5	16_2	4	0	0	0
5	16_3	6	0	0	0
5	16_4	5	0	0	0
5	16_5	3	1	0	NA
5	16_6	6	0	0	0
5	16_7	6	0	1	0
5	16_8	3	1	0	NA
5	16_9	3	0	0	0
5	16_10	8	0	0	0
5	17_2	4	0	0	0
5	17_3	5	0	0	0
5	17_4	4	0	0	0
5	17_5	6	0	0	0
5	17_6	6	1	0	NA
5	17_7	3	0	0	0
5	17_8	7	0	0	0
5	17_9	2	1	0	NA
5	17_10	6	0	0	0
5	18_2	5	0	0	0
5	18_3	5	0	0	0
5	18_4	3	1	0	NA
5	18_5	3	0	0	0
5	18_6	2	1	0	NA
5	18_7	5	0	0	0
5	18_8	3	1	0	NA
5	18_9	6	0	0	0
5	18_10	3	1	0	NA
5	18_11	3	0	0	0
5	18_12	3	1	0	NA
5	19_2	7	0	0	0
5	19_3	6	0	0	0
5	19_4	5	0	0	0
5	19_5	6	0	0	0
5	19_6	3	1	0	NA
5	19_7	6	0	0	0
5	19_8	7	0	0	0
5	20_2	5	0	1	0
5	20_3	6	0	0	0
5	20_4	4	1	0	NA
5	20_6	7	0	0	0
5	20_7	4	1	0	NA
5	20_8	1	1	0	NA
5	20_9	6	0	0	0
5	20_10	4	0	0	0
5	20_11	3	0	0	0
5	21_2	3	0	0	0
5	21_3	3	1	0	NA
5	21_4	4	1	0	NA
5	21_5	8	0	0	0
5	21_6	3	1	0	NA
5	21_7	8	1	0	NA
5	21_8	3	0	0	0
5	21_9	6	0	0	0
5	21_10	5	1	0	NA
5	21_11	2	1	0	NA
5	22_2	7	0	0	0
5	22_3	5	0	0	0
5	22_4	3	1	0	NA
5	22_5	6	0	1	0
5	22_6	3	1	0	NA
5	22_7	7	0	0	0
5	22_8	7	0	0	0
5	22_9	4	1	0	NA
5	22_10	3	0	0	0
5	23_2	3	0	0	0
5	23_3	4	1	0	NA
5	23_4	2	0	0	0
5	23_5	3	1	0	NA
5	23_6	11	0	0	0
5	23_7	6	0	0	0
5	23_8	7	0	0	0
5	23_9	2	1	0	NA
5	23_10	7	0	0	0
5	24_2	3	0	0	0
5	24_3	12	0	0	0
5	24_4	7	0	0	0
5	24_5	2	1	0	NA
5	24_6	5	0	0	0
5	24_7	3	1	0	NA
5	24_8	6	0	0	0
5	24_9	2	1	0	NA
5	25_2	9	0	1	0
5	25_3	3	1	0	NA
5	25_4	8	0	1	0
5	25_5	4	1	0	NA
5	25_6	3	0	0	0
5	25_7	9	0	0	0
5	25_8	7	0	0	0
5	26_2	2	1	0	NA
5	26_3	3	0	0	0
5	26_4	7	0	0	0
5	26_5	2	1	0	NA
5	26_6	3	0	0	0
5	26_7	2	1	0	NA
5	26_8	9	0	0	0
5	26_9	5	0	0	0
5	26_10	1	1	0	NA
5	26_11	4	0	0	0
5	26_12	2	1	0	NA
5	27_2	4	0	1	0
5	27_3	3	1	0	NA
5	27_4	4	0	0	0
5	27_5	8	0	0	0
5	27_6	2	1	0	NA
5	27_7	3	0	0	0
5	27_8	12	0	0	0
5	27_9	2	0	0	1
5	28_2	9	0	1	0
5	28_3	6	0	0	0
5	28_4	7	0	0	0
5	28_5	2	1	0	NA
5	28_6	5	0	0	0
5	28_7	7	0	0	0
5	28_8	1	1	0	NA
5	28_9	8	0	0	0
5	28_10	2	1	0	NA
5	29_2	5	0	0	0
5	29_3	6	0	1	0
5	29_4	3	1	0	NA
5	29_5	8	0	0	0
5	29_6	2	1	0	NA
5	29_7	2	0	0	0
5	29_8	7	1	0	NA
5	29_9	3	1	0	NA
5	29_10	6	0	0	0
5	30_2	3	0	0	0
5	30_3	8	0	0	0
5	30_4	2	1	0	NA
5	30_5	7	0	0	0
5	30_6	1	1	0	NA
5	30_7	7	0	0	0
5	30_8	4	1	0	NA
5	30_9	3	0	0	0
5	31_2	4	1	0	NA
5	31_4	3	1	0	NA
5	31_5	3	0	0	0
5	31_6	3	0	0	0
5	31_7	7	0	0	0
5	31_8	4	1	0	NA
5	31_9	3	0	0	0
5	31_10	6	1	0	NA
5	31_11	4	0	0	0
5	32_2	4	0	0	0
5	32_3	1	1	0	NA
5	32_5	3	1	0	NA
5	32_6	7	0	0	0
5	32_7	6	0	0	0
5	32_8	3	1	0	NA
5	33_2	6	0	0	0
5	33_3	5	0	1	0
5	33_4	7	0	0	0
5	33_5	3	1	0	NA
5	33_6	9	0	0	0
5	33_7	2	1	0	NA
5	33_8	3	1	0	NA
5	34_2	6	0	0	0
5	34_3	9	0	0	0
5	34_4	1	1	0	NA
5	34_5	7	0	0	0
5	34_6	2	0	0	0
5	34_7	2	1	0	NA
5	34_8	6	0	0	0
5	34_9	6	1	0	NA
5	34_10	3	0	0	0
5	35_2	6	0	0	0
5	35_3	4	0	0	0
5	35_4	3	1	0	NA
5	35_5	7	0	1	0
5	35_6	2	1	0	NA
5	35_7	3	1	0	NA
5	35_8	4	0	0	0
5	35_9	3	1	0	NA
5	35_10	1	1	0	NA
5	35_11	7	0	0	0
5	35_12	2	1	0	NA
5	35_13	3	0	0	0
5	36_2	5	0	0	0
5	36_3	3	1	0	NA
5	36_4	7	0	0	0
5	36_5	4	1	0	NA
5	36_7	3	1	0	NA
5	36_9	3	1	0	NA
5	37_2	5	0	1	0
5	37_3	3	1	0	NA
5	37_4	1	0	0	0
5	37_5	9	0	0	0
5	37_6	5	0	0	0
5	37_7	5	1	0	NA
5	37_8	6	0	0	0
5	37_9	2	1	0	NA
5	37_10	7	0	0	0
5	37_11	3	1	0	NA
5	38_2	4	0	0	0
5	38_3	4	0	0	0
5	38_4	3	1	0	NA
5	38_5	5	0	0	0
5	38_6	3	1	0	NA
5	38_7	9	0	0	0
5	38_8	1	1	0	NA
5	38_9	7	0	0	0
5	38_10	4	1	0	NA
5	38_11	3	0	0	0
5	38_12	5	1	0	NA
5	39_2	6	0	0	0
5	39_3	4	0	0	0
5	39_4	6	0	0	0
5	39_5	3	1	0	NA
5	39_6	2	1	0	NA
5	39_7	3	0	0	0
5	39_8	7	0	0	0
5	39_9	3	1	0	NA
5	39_10	2	1	0	NA
5	39_11	3	0	0	0
5	39_12	5	0	0	0
5	40_2	7	0	0	0
5	40_3	5	1	0	NA
5	40_4	3	0	0	0
5	40_5	6	0	0	0
5	40_6	3	1	0	NA
5	40_7	5	0	0	0
5	40_8	3	1	0	NA
5	40_9	11	0	0	0
5	40_10	2	1	0	NA
5	40_11	3	0	0	0
5	41_2	4	0	0	0
5	41_3	4	0	0	0
5	41_4	10	0	0	0
5	41_5	3	1	0	NA
5	41_6	1	1	0	NA
5	41_7	6	0	0	0
5	41_8	5	0	0	0
5	41_9	3	1	0	NA
5	41_10	1	0	0	0
5	41_11	10	0	0	0
5	42_2	8	0	0	0
5	42_3	7	0	1	0
5	42_4	9	0	0	0
5	42_5	3	0	0	0
5	42_6	6	0	0	0
5	42_7	2	1	0	NA
5	42_8	3	1	0	NA
5	42_9	5	0	0	0
5	43_2	9	0	0	0
5	43_4	3	1	0	NA
5	43_5	6	0	0	0
5	43_6	6	1	0	NA
5	43_7	10	0	1	0
5	43_8	3	1	0	NA
5	43_9	1	1	0	NA
5	43_10	4	1	0	NA
5	43_11	2	0	0	0
5	44_2	3	0	0	0
5	44_3	7	0	0	0
5	44_5	6	1	0	NA
5	44_6	4	0	0	0
5	44_7	7	0	0	0
5	44_8	2	1	0	NA
5	44_9	6	0	0	0
5	44_10	3	1	0	NA
5	45_2	8	0	1	0
5	45_3	7	0	0	0
5	45_4	4	0	0	0
5	45_5	1	1	0	NA
5	45_6	5	0	0	0
5	45_7	6	1	0	NA
5	45_8	5	0	0	0
5	45_9	2	1	0	NA
5	45_10	3	0	0	0
5	45_11	5	1	0	NA
5	46_2	3	0	0	0
5	46_3	3	1	0	NA
5	46_4	3	0	0	0
5	46_5	2	0	0	0
5	46_6	3	1	0	NA
5	46_8	2	1	0	NA
5	46_9	6	0	0	0
5	46_10	6	0	0	0
5	46_11	2	1	0	NA
5	46_12	3	0	0	0
5	47_2	6	0	0	0
5	47_3	9	0	0	0
5	47_4	7	0	0	0
5	47_5	1	1	0	NA
5	47_7	3	1	0	NA
5	47_8	2	1	0	NA
5	47_9	9	0	1	0
5	47_10	2	1	0	NA
5	47_11	3	1	0	NA
5	48_2	4	0	0	0
5	48_3	6	1	0	NA
5	48_4	6	0	0	0
5	48_5	8	0	0	0
5	48_6	3	1	0	NA
5	48_8	2	1	0	NA
5	48_9	7	0	0	0
5	48_10	3	1	0	NA
5	48_11	3	1	0	NA
6	1_2	5	0	1	0
6	1_3	4	1	0	NA
6	1_4	3	0	0	0
6	1_5	3	1	0	NA
6	1_6	9	0	0	0
6	1_7	2	0	0	0
6	1_8	3	1	0	NA
6	1_9	3	1	0	NA
6	1_10	2	1	0	NA
6	1_11	3	0	0	1
6	2_2	9	0	0	0
6	2_3	10	0	1	0
6	2_4	3	1	0	NA
6	2_5	3	0	0	0
6	2_6	9	0	0	0
6	2_7	2	1	0	NA
6	2_8	3	0	0	0
6	2_9	6	0	0	0
6	3_2	2	0	0	0
6	3_3	3	1	0	NA
6	3_4	8	0	0	0
6	3_5	6	0	1	0
6	3_6	2	1	0	NA
6	3_7	4	1	0	NA
6	3_8	2	0	0	0
6	3_9	4	1	0	NA
6	3_10	5	0	0	0
6	3_11	6	0	0	1
6	4_2	4	0	0	0
6	4_3	5	0	0	0
6	4_4	4	0	0	0
6	4_5	2	1	0	NA
6	4_6	5	0	0	0
6	4_7	4	0	0	0
6	4_8	3	1	0	NA
6	4_9	5	0	0	0
6	4_10	8	0	0	0
6	5_2	10	0	1	0
6	5_3	4	1	0	NA
6	5_4	3	1	0	NA
6	5_5	8	0	1	0
6	5_6	8	0	0	0
6	5_7	4	1	0	NA
6	5_8	4	0	0	0
6	5_9	4	1	0	NA
6	6_2	5	0	1	0
6	6_3	3	1	0	NA
6	6_4	6	0	0	0
6	6_5	3	0	0	0
6	6_6	7	0	0	0
6	6_7	2	1	0	NA
6	6_8	8	0	0	0
6	6_9	5	1	0	NA
6	6_10	3	0	0	0
6	6_11	3	1	0	NA
6	6_12	3	1	0	NA
6	7_2	9	0	1	0
6	7_3	8	0	0	0
6	7_4	2	0	0	0
6	7_5	3	1	0	NA
6	7_6	5	0	0	0
6	7_7	7	0	0	0
6	7_8	3	1	0	NA
6	8_2	6	0	0	0
6	8_4	8	0	0	0
6	8_5	4	0	0	0
6	8_6	3	1	0	NA
6	8_7	3	0	0	0
6	8_8	7	1	0	NA
6	8_9	2	1	0	NA
6	9_2	7	0	0	0
6	9_3	3	1	0	NA
6	9_4	8	0	0	0
6	9_5	4	0	0	0
6	9_6	9	0	1	0
6	9_7	4	1	0	NA
6	9_8	3	1	0	NA
6	10_2	9	0	0	0
6	10_3	9	0	0	0
6	10_4	6	0	0	0
6	10_5	2	1	0	NA
6	10_6	3	1	0	NA
6	10_7	7	0	0	0
6	10_8	3	0	0	0
6	10_9	4	1	0	NA
6	10_10	4	0	0	0
6	11_2	4	0	0	0
6	11_3	3	1	0	NA
6	11_4	7	0	0	0
6	11_5	4	1	0	NA
6	11_6	3	0	0	0
6	11_7	3	1	0	NA
6	11_8	3	1	0	NA
6	11_9	3	0	0	0
6	11_10	8	0	0	0
6	12_2	3	0	0	0
6	12_3	9	1	0	NA
6	12_4	2	0	0	0
6	12_5	6	0	0	0
6	12_6	7	0	0	0
6	12_7	7	1	0	NA
6	12_8	5	0	0	0
6	12_9	2	1	0	NA
6	12_10	3	1	0	NA
6	12_11	2	0	1	0
6	12_12	4	1	0	NA
6	14_2	3	0	1	0
6	14_3	3	1	0	NA
6	14_4	4	0	0	0
6	14_5	4	0	0	0
6	14_6	2	1	0	NA
6	14_7	3	1	0	NA
6	14_8	7	0	0	0
6	14_10	3	1	0	NA
6	14_11	2	0	0	0
6	15_2	6	0	1	0
6	15_3	5	1	0	NA
6	15_4	4	0	0	0
6	15_5	7	0	0	0
6	15_6	4	0	0	0
6	15_9	3	1	0	NA
6	16_2	4	0	0	0
6	16_3	6	0	0	0
6	16_4	5	1	0	NA
6	16_5	3	0	0	0
6	16_6	6	0	0	0
6	16_7	6	1	0	NA
6	16_8	3	0	0	0
6	16_9	3	1	0	NA
6	16_10	8	0	0	0
6	17_2	4	0	0	0
6	17_3	5	0	0	0
6	17_4	4	1	0	NA
6	17_5	6	0	0	0
6	17_6	6	0	0	0
6	17_7	3	1	0	NA
6	17_8	7	0	0	0
6	17_9	2	0	0	0
6	17_10	6	1	0	NA
6	18_2	5	0	0	0
6	18_3	5	0	0	0
6	18_4	3	1	0	NA
6	18_5	3	0	0	0
6	18_6	2	1	0	NA
6	18_7	5	0	0	0
6	18_8	3	1	0	NA
6	18_9	6	0	1	0
6	18_10	3	1	0	NA
6	18_11	3	1	0	NA
6	18_12	3	1	0	NA
6	19_2	7	0	0	0
6	19_3	6	0	1	0
6	19_4	5	0	0	0
6	19_5	6	1	0	NA
6	19_6	3	0	0	0
6	19_7	6	0	0	0
6	19_8	7	0	0	0
6	20_2	5	0	0	0
6	20_3	6	0	0	0
6	20_4	4	0	0	0
6	20_6	7	1	0	NA
6	20_7	4	0	0	0
6	20_8	1	1	0	NA
6	20_9	6	0	0	0
6	20_10	4	1	0	NA
6	20_11	3	1	0	NA
6	22_2	7	0	1	0
6	22_3	5	1	0	NA
6	22_4	3	0	0	0
6	22_5	6	0	0	0
6	22_6	3	1	0	NA
6	22_7	7	0	0	0
6	22_8	7	1	0	NA
6	22_9	4	0	0	0
6	22_10	3	1	0	NA
6	23_2	3	0	0	1
6	23_3	4	1	0	NA
6	23_4	2	1	0	NA
6	23_5	3	0	0	1
6	23_6	11	0	0	0
6	23_7	6	0	0	0
6	23_8	7	0	0	0
6	23_9	2	1	0	NA
6	23_10	7	0	0	0
6	24_2	3	0	0	0
6	24_3	12	0	0	0
6	24_4	7	0	0	0
6	24_5	2	0	0	0
6	24_6	5	1	0	NA
6	24_7	3	0	0	0
6	24_8	6	0	0	0
6	24_9	2	1	0	NA
6	25_2	9	0	1	0
6	25_3	3	1	0	NA
6	25_4	8	0	0	0
6	25_5	4	0	0	0
6	25_6	3	1	0	NA
6	25_7	9	0	0	0
6	25_8	7	0	0	0
6	26_2	2	0	0	0
6	26_3	3	1	0	NA
6	26_4	7	0	1	0
6	26_5	2	1	0	NA
6	26_6	3	0	0	0
6	26_7	2	1	0	NA
6	26_8	9	0	0	0
6	26_9	5	0	0	0
6	26_10	1	1	0	NA
6	26_11	4	1	0	NA
6	26_12	2	1	0	NA
6	27_2	4	0	0	0
6	27_3	3	0	0	0
6	27_4	4	1	0	NA
6	27_5	8	0	0	0
6	27_6	2	0	0	0
6	27_7	3	1	0	NA
6	27_8	12	0	0	0
6	27_9	2	0	0	0
6	28_2	9	0	0	0
6	28_3	6	0	0	0
6	28_4	7	1	0	NA
6	28_5	2	0	0	0
6	28_6	5	1	0	NA
6	28_7	7	0	0	0
6	28_8	1	0	0	0
6	28_9	8	1	0	NA
6	28_10	2	0	0	0
6	29_2	5	0	1	0
6	29_3	6	0	0	0
6	29_4	3	1	0	NA
6	29_5	8	0	0	0
6	29_6	2	0	0	0
6	29_7	2	1	0	NA
6	29_8	7	0	0	0
6	29_9	3	1	0	NA
6	29_10	6	1	0	NA
6	30_2	3	0	0	0
6	30_3	8	1	0	NA
6	30_4	2	0	0	0
6	30_5	7	0	0	0
6	30_6	1	1	0	NA
6	30_7	7	0	0	0
6	30_8	4	1	0	NA
6	30_9	3	1	0	NA
6	31_2	4	1	0	NA
6	31_4	3	0	0	0
6	31_5	3	1	0	NA
6	31_6	3	0	0	0
6	31_7	7	0	0	0
6	31_8	4	1	0	NA
6	31_9	3	1	0	NA
6	31_10	6	0	0	0
6	31_11	4	0	0	0
6	32_2	4	1	0	NA
6	32_3	1	1	0	NA
6	32_5	3	1	0	NA
6	32_6	7	0	0	0
6	32_7	6	0	0	0
6	32_8	3	1	0	NA
6	33_2	6	0	1	0
6	33_3	5	1	0	NA
6	33_4	7	0	1	0
6	33_5	3	1	0	NA
6	33_6	9	0	0	0
6	33_7	2	1	0	NA
6	33_8	3	0	0	0
6	34_2	6	0	0	0
6	34_3	9	0	1	0
6	34_4	1	1	0	NA
6	34_5	7	0	0	0
6	34_6	2	1	0	NA
6	34_7	2	0	0	0
6	34_8	6	0	0	0
6	34_9	6	1	0	NA
6	34_10	3	1	0	NA
6	35_2	6	0	0	0
6	35_3	4	0	0	0
6	35_4	3	0	0	0
6	35_5	7	1	0	NA
6	35_6	2	0	0	1
6	35_7	3	1	0	NA
6	35_8	4	1	0	NA
6	35_9	3	0	0	0
6	35_10	1	1	0	NA
6	35_11	7	1	0	NA
6	35_12	2	0	0	0
6	35_13	3	1	0	NA
6	36_2	5	0	0	0
6	36_3	3	0	0	0
6	36_4	7	0	0	0
6	36_5	4	1	0	NA
6	36_7	3	1	0	NA
6	36_9	3	1	0	NA
6	37_2	5	0	0	0
6	37_3	3	0	0	0
6	37_4	1	1	0	NA
6	37_5	9	0	0	0
6	37_6	5	1	0	NA
6	37_7	5	0	0	0
6	37_8	6	0	0	0
6	37_9	2	1	0	NA
6	37_10	7	0	0	0
6	37_11	3	1	0	NA
6	38_2	4	0	0	0
6	38_3	4	0	0	0
6	38_4	3	0	0	0
6	38_5	5	0	0	0
6	38_6	3	1	0	NA
6	38_7	9	0	0	0
6	38_8	1	1	0	NA
6	38_9	7	0	0	0
6	38_10	4	0	0	0
6	38_11	3	1	0	NA
6	38_12	5	1	0	NA
6	39_2	6	0	0	0
6	39_3	4	0	0	0
6	39_4	6	0	0	0
6	39_5	3	0	0	0
6	39_6	2	1	0	NA
6	39_7	3	1	0	NA
6	39_8	7	0	0	0
6	39_9	3	0	0	0
6	39_10	2	1	0	NA
6	39_11	3	1	0	NA
6	39_12	5	0	0	0
6	40_2	7	0	0	0
6	40_3	5	0	0	0
6	40_4	3	1	0	NA
6	40_5	6	0	0	0
6	40_6	3	1	0	NA
6	40_7	5	0	0	0
6	40_8	3	0	0	0
6	40_9	11	1	0	NA
6	40_10	2	0	0	0
6	40_11	3	1	0	NA
6	41_2	4	0	0	0
6	41_3	4	0	0	0
6	41_4	10	0	0	0
6	41_5	3	0	0	0
6	41_6	1	1	0	NA
6	41_7	6	0	0	0
6	41_8	5	1	0	NA
6	41_9	3	0	0	0
6	41_10	1	1	0	NA
6	41_11	10	0	0	0
6	42_2	8	0	1	0
6	42_3	7	0	0	0
6	42_4	9	0	0	0
6	42_5	3	1	0	NA
6	42_6	6	0	0	0
6	42_7	2	0	0	0
6	42_8	3	1	0	NA
6	42_9	5	0	0	0
6	43_2	9	0	0	0
6	43_4	3	1	0	NA
6	43_5	6	0	0	0
6	43_6	6	0	0	0
6	43_7	10	0	0	0
6	43_8	3	1	0	NA
6	43_9	1	1	0	NA
6	43_10	4	0	0	0
6	43_11	2	1	0	NA
6	45_2	8	0	1	0
6	45_3	7	0	0	0
6	45_4	4	1	0	NA
6	45_5	1	0	0	0
6	45_6	5	1	0	NA
6	45_7	6	0	1	0
6	45_8	5	0	0	0
6	45_9	2	1	0	NA
6	45_10	3	1	0	NA
6	45_11	5	0	0	0
6	46_2	3	0	0	0
6	46_3	3	1	0	NA
6	46_4	3	0	0	0
6	46_5	2	0	0	0
6	46_6	3	1	0	NA
6	46_8	2	1	0	NA
6	46_9	6	0	0	0
6	46_10	6	0	0	0
6	46_11	2	1	0	NA
6	46_12	3	0	0	0
6	47_2	6	0	1	0
6	47_3	9	0	0	0
6	47_4	7	0	0	0
6	47_5	1	1	0	NA
6	47_7	3	1	0	NA
6	47_8	2	0	0	0
6	47_9	9	0	0	0
6	47_10	2	1	0	NA
6	47_11	3	1	0	NA
6	48_2	4	0	0	0
6	48_3	6	0	0	0
6	48_4	6	1	0	NA
6	48_5	8	0	1	0
6	48_6	3	1	0	NA
6	48_8	2	1	0	NA
6	48_9	7	0	0	0
6	48_10	3	1	0	NA
6	48_11	3	1	0	NA
7	2_2	9	0	0	0
7	2_3	10	0	0	0
7	2_4	3	1	0	NA
7	2_5	3	1	0	NA
7	2_6	9	0	0	0
7	2_7	2	0	0	0
7	2_8	3	1	0	NA
7	2_9	6	0	0	0
7	4_2	4	0	1	0
7	4_3	5	1	0	NA
7	4_4	4	0	0	0
7	4_5	2	1	0	NA
7	4_6	5	0	0	0
7	4_7	4	1	0	NA
7	4_8	3	0	0	0
7	4_9	5	0	0	0
7	4_10	8	1	0	NA
7	5_2	10	0	1	1
7	5_3	4	1	0	NA
7	5_4	3	0	0	0
7	5_5	8	0	0	0
7	5_6	8	0	0	0
7	5_7	4	1	0	NA
7	5_8	4	0	0	0
7	5_9	4	0	0	0
7	9_2	7	0	0	0
7	9_3	3	1	0	NA
7	9_4	8	0	0	0
7	9_5	4	0	0	0
7	9_6	9	0	0	0
7	9_7	4	0	0	0
7	9_8	3	1	0	NA
7	10_2	9	0	0	0
7	10_3	9	0	0	0
7	10_4	6	0	0	0
7	10_5	2	1	0	NA
7	10_6	3	0	0	0
7	10_7	7	1	0	NA
7	10_8	3	1	0	NA
7	10_9	4	0	0	0
7	10_10	4	0	0	0
7	11_2	4	0	0	1
7	11_3	3	1	0	NA
7	11_4	7	0	0	0
7	11_5	4	1	0	NA
7	11_6	3	0	0	1
7	11_7	3	1	0	NA
7	11_8	3	0	0	0
7	11_9	3	1	0	NA
7	11_10	8	0	0	0
7	12_2	3	0	0	0
7	12_3	9	0	0	0
7	12_4	2	1	0	NA
7	12_5	6	0	0	0
7	12_6	7	0	0	0
7	12_7	7	0	0	0
7	12_8	5	1	0	NA
7	12_9	2	1	0	NA
7	12_10	3	0	0	1
7	12_11	2	1	0	NA
7	12_12	4	0	0	0
7	13_2	3	0	0	0
7	13_3	3	1	0	NA
7	13_4	7	0	0	0
7	13_5	4	1	0	NA
7	13_6	2	0	0	1
7	13_7	6	1	0	NA
7	13_8	3	1	0	NA
7	13_9	5	0	0	1
7	13_10	6	1	0	NA
7	14_2	3	0	0	0
7	14_3	3	1	0	NA
7	14_4	4	1	0	NA
7	14_5	4	0	0	0
7	14_6	2	0	0	0
7	14_7	3	1	0	NA
7	14_8	7	0	0	0
7	14_10	3	1	0	NA
7	14_11	2	1	0	NA
7	16_2	4	0	1	0
7	16_3	6	0	1	0
7	16_4	5	1	0	NA
7	16_5	3	0	0	0
7	16_6	6	0	0	0
7	16_7	6	1	0	NA
7	16_8	3	0	0	0
7	16_9	3	0	0	0
7	16_10	8	0	0	0
7	17_2	4	1	0	NA
7	17_3	5	0	1	0
7	17_4	4	1	0	NA
7	17_5	6	0	0	0
7	17_6	6	0	0	0
7	17_7	3	1	0	NA
7	17_8	7	0	0	0
7	17_9	2	1	0	NA
7	17_10	6	0	0	1
7	21_2	3	0	0	0
7	21_3	3	1	0	NA
7	21_4	4	1	0	NA
7	21_5	8	0	1	0
7	21_6	3	1	0	NA
7	21_7	8	0	0	0
7	21_8	3	1	0	NA
7	21_9	6	0	0	0
7	21_10	5	0	0	0
7	21_11	2	1	0	NA
7	25_2	9	0	0	0
7	25_3	3	1	0	NA
7	25_4	8	0	0	0
7	25_5	4	0	0	0
7	25_6	3	1	0	NA
7	25_7	9	0	0	0
7	25_8	7	0	0	0
7	27_2	4	0	0	0
7	27_3	3	0	0	0
7	27_4	4	1	0	NA
7	27_5	8	0	0	0
7	27_6	2	1	0	NA
7	27_7	3	0	0	0
7	27_8	12	0	0	0
7	27_9	2	1	0	NA
7	31_2	4	1	0	NA
7	31_4	3	1	0	NA
7	31_5	3	1	0	NA
7	31_6	3	0	0	0
7	31_7	7	0	0	0
7	31_8	4	1	0	NA
7	31_9	3	1	0	NA
7	31_10	6	0	0	0
7	31_11	4	0	0	1
7	34_2	6	0	1	0
7	34_3	9	0	0	0
7	34_4	1	1	0	NA
7	34_5	7	0	0	0
7	34_6	2	1	0	NA
7	34_7	2	0	0	0
7	34_8	6	0	0	0
7	34_9	6	0	0	0
7	34_10	3	1	0	NA
7	37_2	5	0	0	0
7	37_3	3	1	0	NA
7	37_4	1	1	0	NA
7	37_5	9	0	0	0
7	37_6	5	0	0	0
7	37_7	5	0	0	0
7	37_8	6	1	0	NA
7	37_9	2	0	0	0
7	37_10	7	0	0	0
7	37_11	3	1	0	NA
7	38_2	4	0	0	0
7	38_3	4	0	0	0
7	38_4	3	1	0	NA
7	38_5	5	0	0	0
7	38_6	3	1	0	NA
7	38_7	9	0	0	0
7	38_8	1	1	0	NA
7	38_9	7	0	0	0
7	38_10	4	1	0	NA
7	38_11	3	0	0	0
7	38_12	5	1	0	NA
7	39_2	6	0	0	0
7	39_3	4	1	0	NA
7	39_4	6	0	0	0
7	39_5	3	0	0	0
7	39_6	2	1	0	NA
7	39_7	3	0	0	0
7	39_8	7	1	0	NA
7	39_9	3	0	0	0
7	39_10	2	0	0	0
7	39_11	3	1	0	NA
7	39_12	5	0	0	0
7	40_2	7	0	0	0
7	40_3	5	0	0	0
7	40_4	3	1	0	NA
7	40_5	6	0	0	0
7	40_6	3	1	0	NA
7	40_7	5	0	0	0
7	40_8	3	1	0	NA
7	40_9	11	0	0	0
7	40_10	2	0	0	0
7	40_11	3	1	0	NA
7	42_2	8	0	1	0
7	42_3	7	0	0	0
7	42_4	9	0	0	0
7	42_5	3	1	0	NA
7	42_6	6	0	0	0
7	42_7	2	1	0	NA
7	42_8	3	1	0	NA
7	42_9	5	1	0	NA
7	44_2	3	0	0	0
7	44_3	7	0	0	0
7	44_5	6	0	0	0
7	44_6	4	1	0	NA
7	44_7	7	0	0	0
7	44_8	2	0	0	0
7	44_9	6	1	0	NA
7	44_10	3	1	0	NA
7	45_2	8	0	0	0
7	45_3	7	0	0	0
7	45_4	4	0	0	0
7	45_5	1	1	0	NA
7	45_6	5	0	0	0
7	45_7	6	1	0	NA
7	45_8	5	0	0	0
7	45_9	2	1	0	NA
7	45_10	3	0	0	0
7	45_11	5	0	0	0
8	5_2	10	0	1	1
8	5_3	4	1	0	NA
8	5_4	3	0	0	0
8	5_5	8	0	0	0
8	5_6	8	0	0	0
8	5_7	4	1	0	NA
8	5_8	4	1	0	NA
8	5_9	4	1	0	NA
8	41_2	4	1	0	NA
8	41_3	4	0	1	1
8	41_4	10	0	0	0
8	41_5	3	1	0	NA
8	41_6	1	1	0	NA
8	41_7	6	0	1	0
8	41_8	5	1	0	NA
8	41_9	3	0	0	0
8	41_10	1	1	0	NA
8	41_11	10	1	0	NA
8	43_2	9	0	0	0
8	43_4	3	1	0	NA
8	43_5	6	0	0	0
8	43_6	6	0	0	0
8	43_7	10	0	0	1
8	43_8	3	1	0	NA
8	43_9	1	1	0	NA
8	43_10	4	1	0	NA
8	43_11	2	1	0	NA
9	3_2	2	1	0	NA
9	3_3	3	1	0	NA
9	3_4	8	1	0	NA
9	3_5	6	0	0	1
9	3_6	2	1	0	NA
9	3_7	4	0	0	0
9	3_8	2	1	0	NA
9	3_9	4	0	0	0
9	3_10	5	0	0	0
9	3_11	6	0	1	0
9	7_2	9	0	0	0
9	7_3	8	0	0	1
9	7_4	2	0	0	0
9	7_5	3	1	0	NA
9	7_6	5	0	0	0
9	7_7	7	0	1	0
9	7_8	3	1	0	NA
9	8_2	6	0	0	0
9	8_4	8	0	1	0
9	8_5	4	1	0	NA
9	8_6	3	0	0	0
9	8_7	3	0	0	0
9	8_8	7	0	0	0
9	8_9	2	1	0	NA
9	9_2	7	0	0	0
9	9_3	3	1	0	NA
9	9_4	8	0	1	0
9	9_5	4	1	0	NA
9	9_6	9	0	1	0
